phase,page_url,image_url,alt_text,alt_present,decorative,width,height,loading,format,local_exists,file_bytes,issues
baseline,https://robertdevore.com/5-questions-you-must-answer-before-writing-anything/,https://robertdevore.com/assets/legacy-images/mic_drop_takeaway_writing_content_with_ai_1024x683.webp,Mic drop takeaway when writing content with AI,True,False,,,default,webp,True,111314,missing intrinsic dimensions
baseline,https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,https://robertdevore.com/assets/art/signal-a-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,108274,
baseline,https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,https://robertdevore.com/assets/legacy-images/banner_772x250.webp,,True,True,,,default,webp,True,22436,missing intrinsic dimensions
baseline,https://robertdevore.com/7-days-full-time-wp-dispensary/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/7-days-full-time-wp-dispensary/,https://robertdevore.com/assets/legacy-images/for_dispensaries_1024x540.webp,,True,True,,,default,webp,True,33078,missing intrinsic dimensions
baseline,https://robertdevore.com/7-days-full-time-wp-dispensary/,https://robertdevore.com/assets/legacy-images/code_snippets_screenshot_1024x581.webp,,True,True,,,default,webp,True,44908,missing intrinsic dimensions
baseline,https://robertdevore.com/7-days-full-time-wp-dispensary/,https://robertdevore.com/assets/legacy-images/cannabiz_theme_woocommerce_shop_layout_1024x367.webp,,True,True,,,default,webp,True,59632,missing intrinsic dimensions
baseline,https://robertdevore.com/7-days-full-time-wp-dispensary/,https://robertdevore.com/assets/legacy-images/wpdispensary_logo_updated.webp,,True,True,,,default,webp,True,16742,missing intrinsic dimensions
baseline,https://robertdevore.com/7-days-full-time-wp-dispensary/,https://robertdevore.com/assets/legacy-images/happy_as_fuck.webp,,True,True,,,default,webp,True,1072592,missing intrinsic dimensions
baseline,https://robertdevore.com/about/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,https://robertdevore.com/assets/legacy-images/ghosted_ignored.webp,Ghosted GIF,True,False,,,default,webp,True,2178224,missing intrinsic dimensions
baseline,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,https://robertdevore.com/assets/legacy-images/maxed_out_workaholics_adam.webp,Maxed out Workaholics GIF,True,False,,,default,webp,True,2428716,missing intrinsic dimensions
baseline,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,https://robertdevore.com/assets/legacy-images/its_not_that_hard.webp,,True,True,,,default,webp,True,2077968,missing intrinsic dimensions
baseline,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,https://robertdevore.com/assets/legacy-images/better_safe_than_sorry.webp,,True,True,,,default,webp,True,826010,missing intrinsic dimensions
baseline,https://robertdevore.com/back-to-basics/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/10/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/11/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/12/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/2/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/3/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/4/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/5/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/6/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/7/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/8/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/blog/page/9/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,https://robertdevore.com/assets/legacy-images/ollie_theme_boostbox_popup_plugin_example_1.webp,,True,True,,,default,webp,True,199256,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,https://robertdevore.com/assets/legacy-images/boostbox_pro_rubberband_animation_example.webp,,True,True,,,default,webp,True,442300,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,https://robertdevore.com/assets/legacy-images/powder_theme_boostbox_popup_plugin_example_2.webp,,True,True,,,default,webp,True,178372,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,https://robertdevore.com/assets/legacy-images/boostbox_pro_swing_animation_example.webp,BoostBox Pro - Swing Animation GIF,True,False,,,default,webp,True,404516,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,https://robertdevore.com/assets/legacy-images/kadence_theme_boostbox_popup_plugin_example_1.webp,,True,True,,,default,webp,True,355794,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/art/signal-a-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,108274,
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/banner_772x250_1.webp,,True,True,,,default,webp,True,29726,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/giphy_1324.webp,,True,True,,,default,webp,True,3423966,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/boostbox_popup_plugin_for_wordpress_settings_screenshot_1024x562.webp,,True,True,,,default,webp,True,31678,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/boostbox_popup_plugin_display_settings_1024x132.webp,,True,True,,,default,webp,True,8660,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/boostbox_popup_plugin_settings_popup_display.webp,,True,True,,,default,webp,True,75374,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/ollie_theme_boostbox_popup_plugin_example_1.webp,,True,True,,,default,webp,True,199256,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/ollie_theme_boostbox_popup_plugin_example_2.webp,,True,True,,,default,webp,True,366596,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/ollie_theme_boostbox_popup_plugin_example_3.webp,,True,True,,,default,webp,True,97476,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/ollie_theme_boostbox_popup_plugin_example_4.webp,,True,True,,,default,webp,True,426446,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/powder_theme_boostbox_popup_plugin_example_1.webp,,True,True,,,default,webp,True,60404,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/powder_theme_boostbox_popup_plugin_example_2.webp,,True,True,,,default,webp,True,178372,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/powder_theme_boostbox_popup_plugin_example_3.webp,,True,True,,,default,webp,True,405180,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/kadence_theme_boostbox_popup_plugin_example_1.webp,,True,True,,,default,webp,True,355794,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/kadence_theme_boostbox_popup_plugin_example_2.webp,,True,True,,,default,webp,True,152968,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/kadence_theme_boostbox_popup_plugin_example_3.webp,,True,True,,,default,webp,True,200644,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/twenty_twenty_four_theme_boostbox_popup_plugin_example_3.webp,,True,True,,,default,webp,True,81840,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/twenty_twenty_four_theme_boostbox_popup_plugin_example_2.webp,,True,True,,,default,webp,True,63362,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/twenty_twenty_four_theme_boostbox_popup_plugin_example_1.webp,,True,True,,,default,webp,True,258534,missing intrinsic dimensions
baseline,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,https://robertdevore.com/assets/legacy-images/im_married_to_this_game_this_is_my_game.webp,,True,True,,,default,webp,False,0,missing intrinsic dimensions; missing local image
baseline,https://robertdevore.com/cannabis-health-benefits/,https://robertdevore.com/assets/art/signal-a-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,108274,
baseline,https://robertdevore.com/cannabiz/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/cannabiz/,https://robertdevore.com/assets/legacy-images/cannabiz_theme_new_blog_1024x880.webp,CannaBiz WordPress theme,True,False,,,default,webp,True,90250,missing intrinsic dimensions
baseline,https://robertdevore.com/cannabiz/,https://robertdevore.com/assets/legacy-images/cannabiz_theme_new_flowers_archive_1024x981.webp,#1 Marijuana WordPress theme on the market - CannaBiz,True,False,,,default,webp,True,74916,missing intrinsic dimensions
baseline,https://robertdevore.com/cannabiz/,https://robertdevore.com/assets/legacy-images/cannabiz_theme_new_menu_item_1024x838.webp,CannaBiz WordPress theme - WP Dispensary menu item display,True,False,,,default,webp,True,78054,missing intrinsic dimensions
baseline,https://robertdevore.com/category/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/category/ai-content-systems/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/category/developer-tools/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/category/engineering-archive/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/category/field-notes/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/category/wordpress-archive/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/celebrating-gaad-with-img-a11y-v1-1-0/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,https://robertdevore.com/assets/legacy-images/screenshot_1.webp,Chapters for Authors dashboard screenshot,True,False,,,default,webp,True,15036,missing intrinsic dimensions
baseline,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,https://robertdevore.com/assets/legacy-images/chapters_for_authors_books_taxonomy.webp,chapters-for-authors_books-taxonomy,True,False,,,default,webp,True,4762,missing intrinsic dimensions
baseline,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,https://robertdevore.com/assets/legacy-images/chapters_for_authors_screen_options_1024x222.webp,click to view full size,True,False,,,default,webp,True,11728,missing intrinsic dimensions
baseline,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,https://robertdevore.com/assets/legacy-images/chapters_for_authors_introduction_quote.webp,chapters-for-authors_introduction-quote,True,False,,,default,webp,True,3254,missing intrinsic dimensions
baseline,https://robertdevore.com/clean-blog-free-wordpress-theme/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/clean-blog-free-wordpress-theme/,https://robertdevore.com/assets/legacy-images/customizer_options.webp,Customizer options,True,False,,,default,webp,True,34680,missing intrinsic dimensions
baseline,https://robertdevore.com/clean-blog-free-wordpress-theme/,https://robertdevore.com/assets/legacy-images/customizer_home_intro.webp,customizer-home-intro,True,False,,,default,webp,True,124458,missing intrinsic dimensions
baseline,https://robertdevore.com/clean-blog-free-wordpress-theme/,https://robertdevore.com/assets/legacy-images/customizer_social_links.webp,customizer-social-links,True,False,,,default,webp,True,7568,missing intrinsic dimensions
baseline,https://robertdevore.com/clean-blog-free-wordpress-theme/,https://robertdevore.com/assets/legacy-images/customizer_link_color.webp,customizer-link-color,True,False,,,default,webp,True,13220,missing intrinsic dimensions
baseline,https://robertdevore.com/clean-blog-free-wordpress-theme/,https://robertdevore.com/assets/legacy-images/customizer_post_excerpts.webp,customizer-post-excerpts,True,False,,,default,webp,True,43546,missing intrinsic dimensions
baseline,https://robertdevore.com/complete-beginners-guide-building-a-python-url-checker-for-google-sheets/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/complete-beginners-guide-building-a-python-url-checker-for-google-sheets/,https://robertdevore.com/assets/legacy-images/lets_go_baby.webp,Let's Go Baby! Jellyroll GIF,True,False,,,default,webp,True,4157474,missing intrinsic dimensions
baseline,https://robertdevore.com/contact/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/creating-my-own-cipher-code/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,https://robertdevore.com/assets/art/signal-a-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,108274,
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,https://robertdevore.com/assets/legacy-images/customer_loyalty_and_rewards_for_woocommerce_manage_points_table_scaled.webp,Customer Loyalty & Rewards for WooCommerce® - Manage Points - settings page,True,False,,,default,webp,True,113826,missing intrinsic dimensions
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,https://robertdevore.com/assets/legacy-images/customer_loyalty_and_rewards_for_woocommerce_log_settings_scaled.webp,Customer Loyalty and Rewards for WooCommerce® - Log settings,True,False,,,default,webp,True,193008,missing intrinsic dimensions
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,https://robertdevore.com/assets/legacy-images/customer_loyalty_and_rewards_for_woocommerce_my_account_rewards_tab_1024x705.webp,Customer Loyalty and Rewards for WooCommerce® - My Account - Rewards tab,True,False,,,default,webp,True,32660,missing intrinsic dimensions
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,https://robertdevore.com/assets/legacy-images/customer_loyalty_and_rewards_for_woocommerce_rewards_card_settings_scaled.webp,,True,True,,,default,webp,True,189254,missing intrinsic dimensions
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,https://robertdevore.com/assets/legacy-images/customer_loyalty_and_rewards_for_woocommerce_loyalty_points_settings_scaled.webp,Customer Loyalty and Rewards for WooCommerce® - Loyalty Points settings,True,False,,,default,webp,True,99332,missing intrinsic dimensions
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,https://robertdevore.com/assets/legacy-images/rick_flair_woo_gif.webp,,True,True,,,default,webp,True,167448,missing intrinsic dimensions
baseline,https://robertdevore.com/db-version-control-wordpress-plugin/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/db-version-control-wordpress-plugin/,https://robertdevore.com/assets/legacy-images/db_version_control_settings_page.webp,DB Version Control settings page,True,False,,,default,webp,True,105960,missing intrinsic dimensions
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/legacy-images/terrifier_3_santa_11.webp,Terrifier 3 - Art the Clown - Santa - GIF,True,False,,,default,webp,True,2971788,missing intrinsic dimensions
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/legacy-images/snoop_this_month_1.webp,"Snoop Dogg- Corona - This month is gonna be craaaaazy, Ya dig? - GIF",True,False,,,default,webp,True,2890886,missing intrinsic dimensions
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/legacy-images/poocommerce.webp,PooCommerce - a free WooCommerce® auto-fork,True,False,,,default,webp,True,100508,missing intrinsic dimensions
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/legacy-images/extra_extra.webp,Extra Extra Read All About It,True,False,,,default,webp,True,5659452,missing intrinsic dimensions
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/legacy-images/terrifier_3_santa_1.webp,Terrifer 3 - Santa costume GIF,True,False,,,default,webp,True,1990674,missing intrinsic dimensions
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/legacy-images/surprise_motherfucker_james_doakes.webp,,True,True,,,default,webp,True,1006762,missing intrinsic dimensions
baseline,https://robertdevore.com/december-2024-a-retrospective/,https://robertdevore.com/assets/legacy-images/bring_more.webp,BRING MORE - Return to Savage Beach - Buff Bagwell - GIF,True,False,,,default,webp,True,1399964,missing intrinsic dimensions
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,https://robertdevore.com/assets/art/signal-b-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,127990,
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,https://robertdevore.com/assets/legacy-images/ddwc_logo.webp,Delivery Drivers for WooCommerce logo,True,False,,,default,webp,True,5568,missing intrinsic dimensions
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,https://robertdevore.com/assets/legacy-images/ddwc_screenshot_1.webp,Delivery Drivers for WooCommerce Settings screenshot,True,False,,,default,webp,True,28928,missing intrinsic dimensions
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,https://robertdevore.com/assets/legacy-images/ddwc_screenshot_5_1024x318.webp,Delivery Drivers for WooCommerce - Assign Driver to Order,True,False,,,default,webp,True,16552,missing intrinsic dimensions
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,https://robertdevore.com/assets/legacy-images/ddwc_screenshot_3.webp,Assigned Orders - Driver Dashboard - Delivery Drivers for WooCommerce,True,False,,,default,webp,True,39614,missing intrinsic dimensions
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,https://robertdevore.com/assets/legacy-images/ddwc_screenshot_4.webp,Driver Dashboard Order Edit - Delivery Drivers for WooCommerce,True,False,,,default,webp,False,0,missing intrinsic dimensions; missing local image
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,https://robertdevore.com/assets/legacy-images/banner_772x250.webp,,True,True,,,default,webp,True,22436,missing intrinsic dimensions
baseline,https://robertdevore.com/devio-digital/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/devio-digital/,https://robertdevore.com/assets/legacy-images/devio_digital_logo_png.webp,devio digital michigan marijuana dispensary business development,True,False,,,default,webp,True,9176,missing intrinsic dimensions
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,https://robertdevore.com/assets/art/signal-a-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,108274,
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,https://robertdevore.com/assets/legacy-images/yoast_seo.webp,Yoast SEO plugin for WordPress,True,False,,,default,webp,True,49946,missing intrinsic dimensions
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,https://robertdevore.com/assets/legacy-images/updraft_plus.webp,UpdraftPlus Backup plugin for WordPress,True,False,,,default,webp,True,19806,missing intrinsic dimensions
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,https://robertdevore.com/assets/legacy-images/wordfence_security.webp,Wordfence Security plugin for WordPress,True,False,,,default,webp,True,23364,missing intrinsic dimensions
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,https://robertdevore.com/assets/legacy-images/wp_dispensary.webp,WP Dispensary menu management plugin for WordPress,True,False,,,default,webp,True,49278,missing intrinsic dimensions
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,https://robertdevore.com/assets/legacy-images/mashshare_socia_media_buttons.webp,MashShare social media sharing plugin for WordPress,True,False,,,default,webp,True,26928,missing intrinsic dimensions
baseline,https://robertdevore.com/do-less-deliver-more/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/do-less-deliver-more/,https://robertdevore.com/assets/legacy-images/do_less_deliver_more_focus_image_1_1024x683.webp,,True,True,,,default,webp,True,190636,missing intrinsic dimensions
baseline,https://robertdevore.com/do-less-deliver-more/,https://robertdevore.com/assets/legacy-images/do_less_deliver_more_focus_image_1024x683.webp,,True,True,,,default,webp,True,202162,missing intrinsic dimensions
baseline,https://robertdevore.com/do-less-deliver-more/,https://robertdevore.com/assets/legacy-images/do_less_deliver_more_cut_more_image_1024x683.webp,Cut More - Only ship what matters,True,False,,,default,webp,True,200150,missing intrinsic dimensions
baseline,https://robertdevore.com/do-less-deliver-more/,https://robertdevore.com/assets/legacy-images/do_less_deliver_more_drop_the_vanity_image_1024x683.webp,"Drop the Vanity - Do Less, Deliver More",True,False,,,default,webp,True,187780,missing intrinsic dimensions
baseline,https://robertdevore.com/do-less-deliver-more/,https://robertdevore.com/assets/legacy-images/do_less_deliver_more_own_the_outcome_image_1024x683.webp,"No excuses, just outcomes image",True,False,,,default,webp,True,181044,missing intrinsic dimensions
baseline,https://robertdevore.com/do-less-deliver-more/,https://robertdevore.com/assets/legacy-images/ChatGPT_Image_Apr_20_2025_02_50_44_AM_1024x683.webp,"Do Less, Deliver More - Wrapping up photo",True,False,,,default,webp,True,176792,missing intrinsic dimensions
baseline,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,https://robertdevore.com/assets/legacy-images/docupress_admin_menu.webp,DocuPress in the WordPress admin menu,True,False,,,default,webp,True,4358,missing intrinsic dimensions
baseline,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,https://robertdevore.com/assets/legacy-images/docupress_widget_options.webp,DocuPress Widget Options,True,False,,,default,webp,True,13978,missing intrinsic dimensions
baseline,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,https://robertdevore.com/assets/legacy-images/DocuPress_add_plugin_in_WordPress.webp,DocuPress - documentation plugin for WordPress,True,False,,,default,webp,True,14238,missing intrinsic dimensions
baseline,https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,https://robertdevore.com/assets/art/signal-c-1920.webp?v=1.0.5,,True,True,1920,800,eager,webp,True,93840,
baseline,https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,https://robertdevore.com/assets/legacy-images/dont_shoot_the_messenger_image_1024x683.webp,,True,True,,,default,webp,True,160774,missing intrinsic dimensions
