phase,url,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,sitemap_included,sitemap_lastmod,duplicate_title,duplicate_description,reason
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,200,200,True,"index, follow (default)",https://robertdevore.com/delivery-drivers-for-woocommerce/,200,True,2018-09-14,False,False,indexable canonical HTML
baseline,https://robertdevore.com/devio-digital/,200,200,True,"index, follow (default)",https://robertdevore.com/devio-digital/,200,True,2016-05-11,False,False,indexable canonical HTML
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,200,200,True,"index, follow (default)",https://robertdevore.com/dispensary-wordpress-plugins-2017/,200,True,2017-01-18,False,False,indexable canonical HTML
baseline,https://robertdevore.com/do-less-deliver-more/,200,200,True,"index, follow (default)",https://robertdevore.com/do-less-deliver-more/,200,True,2025-04-21,False,False,indexable canonical HTML
baseline,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,200,True,2017-05-12,False,False,indexable canonical HTML
baseline,https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,200,200,True,"index, follow (default)",https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,200,True,2025-04-29,False,False,indexable canonical HTML
baseline,https://robertdevore.com/extreme-programming-for-extreme-leaders/,200,200,True,"index, follow (default)",https://robertdevore.com/extreme-programming-for-extreme-leaders/,200,True,2025-05-18,False,False,indexable canonical HTML
baseline,https://robertdevore.com/focus/,200,200,True,"index, follow (default)",https://robertdevore.com/focus/,200,True,2015-10-07,False,False,indexable canonical HTML
baseline,https://robertdevore.com/forever-forward/,200,200,True,"index, follow (default)",https://robertdevore.com/forever-forward/,200,True,2026-08-08,False,False,indexable canonical HTML
baseline,https://robertdevore.com/going-all-in-one-year-later/,200,200,True,"index, follow (default)",https://robertdevore.com/going-all-in-one-year-later/,200,True,2018-09-26,False,False,indexable canonical HTML
baseline,https://robertdevore.com/going-all-in-with-wp-dispensary/,200,200,True,"index, follow (default)",https://robertdevore.com/going-all-in-with-wp-dispensary/,200,True,2017-09-26,False,False,indexable canonical HTML
baseline,https://robertdevore.com/goodbye-wordpress-a-eulogy/,200,200,True,"index, follow (default)",https://robertdevore.com/goodbye-wordpress-a-eulogy/,200,True,2025-06-09,False,False,indexable canonical HTML
baseline,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,200,200,True,"index, follow (default)",https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,200,True,2025-06-19,False,False,indexable canonical HTML
baseline,https://robertdevore.com/hello-2017/,200,200,True,"index, follow (default)",https://robertdevore.com/hello-2017/,200,True,2017-01-02,False,False,indexable canonical HTML
baseline,https://robertdevore.com/hello-plugin-pal-your-ai-powered-plugin-generator-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/hello-plugin-pal-your-ai-powered-plugin-generator-for-wordpress/,200,True,2025-01-28,False,False,indexable canonical HTML
baseline,https://robertdevore.com/honoring-jesse-petersen-with-the-revival-of-stealth-login-page/,200,200,True,"index, follow (default)",https://robertdevore.com/honoring-jesse-petersen-with-the-revival-of-stealth-login-page/,200,True,2025-01-09,False,False,indexable canonical HTML
baseline,https://robertdevore.com/host-your-wordpress-plugins-on-github-and-automate-plugin-packaging/,200,200,True,"index, follow (default)",https://robertdevore.com/host-your-wordpress-plugins-on-github-and-automate-plugin-packaging/,200,True,2024-12-21,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-a-security-audit-can-save-your-e-commerce-store-from-disaster/,200,200,True,"index, follow (default)",https://robertdevore.com/how-a-security-audit-can-save-your-e-commerce-store-from-disaster/,200,True,2025-02-03,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-hungry-are-you/,200,200,True,"index, follow (default)",https://robertdevore.com/how-hungry-are-you/,200,True,2022-11-15,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-i-use-textexpander-to-reuse-my-best-ai-prompts/,200,200,True,"index, follow (default)",https://robertdevore.com/how-i-use-textexpander-to-reuse-my-best-ai-prompts/,200,True,2025-05-29,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-block-website-tracking-data-in-woocommerce/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-block-website-tracking-data-in-woocommerce/,200,True,2025-01-13,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-build-a-content-engine-that-scales-with-you/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-build-a-content-engine-that-scales-with-you/,200,True,2025-05-27,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-build-modular-prompts-that-save-you-hours-per-week/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-build-modular-prompts-that-save-you-hours-per-week/,200,True,2025-05-24,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-customize-the-style-of-your-wordpress-login-screen/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-customize-the-style-of-your-wordpress-login-screen/,200,True,2019-06-27,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-edit-ai-content-so-it-feels-clean-not-robotic/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-edit-ai-content-so-it-feels-clean-not-robotic/,200,True,2025-05-25,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-stop-your-plugins-themes-from-being-used-on-wordpress-com-hosting/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-stop-your-plugins-themes-from-being-used-on-wordpress-com-hosting/,200,True,2024-12-22,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-teach-ai-to-match-your-voice/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-teach-ai-to-match-your-voice/,200,True,2025-05-23,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-use-ai-to-research-validate-ideas-and-stay-relevant/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-use-ai-to-research-validate-ideas-and-stay-relevant/,200,True,2025-05-21,False,False,indexable canonical HTML
baseline,https://robertdevore.com/how-to-write-prompts-that-get-the-tone-structure-and-intent-right/,200,200,True,"index, follow (default)",https://robertdevore.com/how-to-write-prompts-that-get-the-tone-structure-and-intent-right/,200,True,2025-05-22,False,False,indexable canonical HTML
baseline,https://robertdevore.com/hue-js/,200,200,True,"index, follow (default)",https://robertdevore.com/hue-js/,200,True,2018-04-03,False,False,indexable canonical HTML
baseline,https://robertdevore.com/i-built-a-python-stego-cipher-tool-and-you-can-have-it/,200,200,True,"index, follow (default)",https://robertdevore.com/i-built-a-python-stego-cipher-tool-and-you-can-have-it/,200,True,2025-06-09,False,False,indexable canonical HTML
baseline,https://robertdevore.com/i-just-launched-a-python-course-for-php-developers/,200,200,True,"index, follow (default)",https://robertdevore.com/i-just-launched-a-python-course-for-php-developers/,200,True,2025-06-18,False,False,indexable canonical HTML
baseline,https://robertdevore.com/im-freelancing-again/,200,200,True,"index, follow (default)",https://robertdevore.com/im-freelancing-again/,200,True,2025-02-15,False,False,indexable canonical HTML
baseline,https://robertdevore.com/improve-cls-scores-by-dynamically-setting-image-width-and-height/,200,200,True,"index, follow (default)",https://robertdevore.com/improve-cls-scores-by-dynamically-setting-image-width-and-height/,200,True,2023-10-23,False,False,indexable canonical HTML
baseline,https://robertdevore.com/intellipress-the-smart-af-ai-assistant-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/intellipress-the-smart-af-ai-assistant-for-wordpress/,200,True,2025-01-31,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-an-experimental-new-plugin-email-designer-for-woocommerce/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-an-experimental-new-plugin-email-designer-for-woocommerce/,200,True,2025-02-12,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-associated-taxonomies-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-associated-taxonomies-for-wordpress/,200,True,2024-12-09,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-automattic-css-an-open-source-css-utility-framework/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-automattic-css-an-open-source-css-utility-framework/,200,True,2025-05-22,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,200,True,2024-10-31,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,200,True,2024-11-20,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-benchpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-benchpress/,200,True,2024-11-11,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,200,True,2025-01-13,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,200,True,2024-12-02,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-brands-for-woocommerce-free/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-brands-for-woocommerce-free/,200,True,2024-11-15,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-broken-image-scanner/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-broken-image-scanner/,200,True,2025-01-14,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,200,True,2024-11-27,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-content-restriction-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-content-restriction-for-wordpress/,200,True,2024-11-11,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-delete-inactive-users/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-delete-inactive-users/,200,True,2024-12-29,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,200,True,2025-02-07,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,200,True,2025-02-26,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-gallery-modals-enhance-your-wordpress-galleries-with-stunning-popups/,200,True,2024-10-28,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,200,True,2024-11-06,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,200,True,2024-12-19,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-img-a11y/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-img-a11y/,200,True,2024-12-13,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,200,True,2023-05-31,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,200,True,2024-12-08,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-markdown-comments-for-wordpress/,200,True,2025-06-05,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,200,True,2024-11-12,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-media-copyright-scanner/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-media-copyright-scanner/,200,True,2024-12-02,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,200,True,2024-12-05,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,200,True,2024-12-03,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,200,True,2024-11-13,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,200,True,2025-02-09,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-persistent-dismissible-notices/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-persistent-dismissible-notices/,200,True,2024-12-07,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,200,True,2025-04-04,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,200,True,2024-12-04,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-seo-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-seo-for-wordpress/,200,True,2024-12-31,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,200,True,2024-12-18,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-site-vitals-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-site-vitals-for-wordpress/,200,True,2024-12-10,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,200,True,2025-03-16,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-stats-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-stats-for-wordpress/,200,True,2024-12-01,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,200,True,2024-12-04,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-test-orders-for-woocommerce/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-test-orders-for-woocommerce/,200,True,2024-12-06,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,200,True,2024-09-05,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,200,True,2025-05-20,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,200,True,2024-09-29,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,200,True,2024-12-12,False,False,indexable canonical HTML
baseline,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,200,True,2024-11-09,False,False,indexable canonical HTML
baseline,https://robertdevore.com/invest-in-yourself/,200,200,True,"index, follow (default)",https://robertdevore.com/invest-in-yourself/,200,True,2016-06-21,False,False,indexable canonical HTML
baseline,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,200,200,True,"index, follow (default)",https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,200,True,2025-04-28,False,False,indexable canonical HTML
baseline,https://robertdevore.com/leafly-reviews-wordpress-plugin/,200,200,True,"index, follow (default)",https://robertdevore.com/leafly-reviews-wordpress-plugin/,200,True,2015-10-15,False,False,indexable canonical HTML
baseline,https://robertdevore.com/leap-the-code-of-extreme-leadership/,200,200,True,"index, follow (default)",https://robertdevore.com/leap-the-code-of-extreme-leadership/,200,True,2025-04-14,False,False,indexable canonical HTML
baseline,https://robertdevore.com/making-up-for-lost-time/,200,200,True,"index, follow (default)",https://robertdevore.com/making-up-for-lost-time/,200,True,2016-03-09,False,False,indexable canonical HTML
baseline,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,200,200,True,"index, follow (default)",https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,200,True,2015-09-02,False,False,indexable canonical HTML
baseline,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,200,200,True,"index, follow (default)",https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,200,True,2017-05-31,False,False,indexable canonical HTML
baseline,https://robertdevore.com/my-development-projects/,200,200,True,"index, follow (default)",https://robertdevore.com/my-development-projects/,200,True,2016-03-16,False,False,indexable canonical HTML
baseline,https://robertdevore.com/open-source-is-anarchism-in-action/,200,200,True,"index, follow (default)",https://robertdevore.com/open-source-is-anarchism-in-action/,200,True,2025-04-23,False,False,indexable canonical HTML
baseline,https://robertdevore.com/organized-chaos/,200,200,True,"index, follow (default)",https://robertdevore.com/organized-chaos/,200,True,2016-12-20,False,False,indexable canonical HTML
baseline,https://robertdevore.com/page/10/,200,200,True,"index, follow (default)",https://robertdevore.com/page/10/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/11/,200,200,True,"index, follow (default)",https://robertdevore.com/page/11/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/12/,200,200,True,"index, follow (default)",https://robertdevore.com/page/12/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/2/,200,200,True,"index, follow (default)",https://robertdevore.com/page/2/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/3/,200,200,True,"index, follow (default)",https://robertdevore.com/page/3/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/4/,200,200,True,"index, follow (default)",https://robertdevore.com/page/4/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/5/,200,200,True,"index, follow (default)",https://robertdevore.com/page/5/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/6/,200,200,True,"index, follow (default)",https://robertdevore.com/page/6/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/7/,200,200,True,"index, follow (default)",https://robertdevore.com/page/7/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/8/,200,200,True,"index, follow (default)",https://robertdevore.com/page/8/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/page/9/,200,200,True,"index, follow (default)",https://robertdevore.com/page/9/,200,True,,True,True,indexable canonical HTML
baseline,https://robertdevore.com/patience/,200,200,True,"index, follow (default)",https://robertdevore.com/patience/,200,True,2016-01-21,False,False,indexable canonical HTML
baseline,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,200,200,True,"index, follow (default)",https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,200,True,2015-09-10,False,False,indexable canonical HTML
baseline,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,200,200,True,"index, follow (default)",https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,200,True,2025-05-18,False,False,indexable canonical HTML
